@relation "newsweek_demox"

@attribute attr0 string
@attribute relation {'newsweek', 'demox'}
@attribute class {'ID790', 'ID791', 'ID792', 'ID793', 'ID794', 'ID795', 'ID796', 'ID60', 'ID797', 'ID61', 'ID798', 'ID62', 'ID799', 'msbearth', 'ID63', 'ID64', 'ID65', 'ID66', 'ID67', 'puttputtmoon puttputtparade', 'mariotype', 'ID68', 'ID69', 'chillmanor', 'ID70', 'ID71', 'ID72', 'ID73', 'ID74', 'ID75', 'ID76', 'ID77', 'webworkshop', 'ID78', 'ID79', 'ID80', 'ID81', 'ID82', 'ID83', 'ID84', 'ID85', 'ID86', 'ID87', 'ID88', 'ID89', 'sailormoon', 'pajamasam', 'ID90', 'ID91', 'ID92', 'ID93', 'ID94', 'ID95', 'ID96', 'ID97', 'ID98', 'ID99', 'msbsolar', 'musicace', 'hyperstudio', 'creativewriter', 'greeneggs', 'pirateship', 'puttputtzoo', 'fattybearbday', 'timelapse', 'freddifish2', 'immeen', 'ID100', 'ID101', 'ID102', 'ID103', 'ID104', 'ID105', 'ID106', 'gryphonbricks', 'ID107', 'ID108', 'ID109', 'ID110', 'ID111', 'ID112', 'ID113', 'ID114', 'ID115', 'ID116', 'ID117', 'puttputtparade', 'ID118', 'ID119', 'catz', 'ID200', 'ID120', 'ID201', 'ID121', 'ID202', 'ID122', 'ID203', 'ID123', 'ID204', 'ID124', 'ID205', 'ID125', 'ID206', 'ID126', 'ID207', 'ID127', 'ID208', 'ID128', 'ID209', 'ID129', 'msbrain', 'waldogeo', 'ID210', 'ID130', 'ID211', 'ID131', 'ID212', 'ID132', 'ID213', 'ID133', 'ID214', 'ID134', 'ID215', 'ID135', 'ID216', 'ID136', 'ID217', 'ID137', 'ID218', 'ID138', 'ID219', 'ID139', 'simpsoncartoon', 'ID300', 'ID301', 'ID220', 'ID302', 'ID221', 'ID140', 'ID303', 'ID222', 'ID141', 'ID304', 'ID223', 'ID142', 'ID305', 'ID224', 'ID143', 'ID306', 'ID225', 'ID144', 'ID307', 'ID226', 'ID145', 'ID308', 'ID227', 'ID146', 'ID309', 'ID228', 'ID147', 'ID229', 'ID148', 'ID149', 'seussabc', 'ID310', 'ID230', 'ID311', 'ID150', 'ID231', 'ID312', 'ID151', 'ID232', 'ID313', 'ID152', 'ID233', 'ID314', 'ID153', 'ID234', 'ID315', 'ID154', 'ID235', 'ID316', 'ID155', 'ID236', 'ID317', 'ID156', 'ID237', 'ID318', 'ID157', 'ID238', 'ID319', 'ID158', 'ID239', 'ID159', 'ID400', 'ID320', 'ID401', 'ID240', 'ID321', 'ID402', 'ID160', 'ID241', 'ID322', 'ID403', 'ID161', 'ID242', 'ID323', 'ID404', 'ID162', 'ID243', 'ID324', 'ID405', 'ID163', 'ID244', 'ID325', 'ID406', 'ID164', 'ID245', 'ID326', 'ID407', 'ID165', 'ID246', 'ID327', 'ID408', 'ID166', 'ID247', 'ID328', 'ID409', 'ID167', 'ID248', 'ID329', 'ID168', 'ID249', 'ID169', '3dmovie', 'ID410', 'ID330', 'ID411', 'ID250', 'ID331', 'ID412', 'ID170', 'ID251', 'ID332', 'ID413', 'ID171', 'ID252', 'ID333', 'ID414', 'ID172', 'ID253', 'ID334', 'ID415', 'ID173', 'ID254', 'ID335', 'ID416', 'ID174', 'ID255', 'ID336', 'ID417', 'ID175', 'ID256', 'ID337', 'ID418', 'ID176', 'ID257', 'ID338', 'ID419', 'ID177', 'ID258', 'ID339', 'ID178', 'ID259', 'ID179', 'toyland', 'ID500', 'ID501', 'ID420', 'ID502', 'ID340', 'ID421', 'ID503', 'ID260', 'ID341', 'ID422', 'ID504', 'colorforms', 'ID180', 'ID261', 'ID342', 'ID423', 'ID505', 'ID181', 'ID262', 'ID343', 'ID424', 'ID506', 'ID182', 'ID263', 'ID344', 'ID425', 'ID507', 'ID183', 'ID264', 'ID345', 'ID426', 'ID508', 'ID184', 'ID265', 'ID346', 'ID427', 'ID509', 'ID185', 'ID266', 'ID347', 'ID428', 'ID186', 'ID267', 'ID348', 'ID429', 'ID187', 'ID268', 'ID349', 'ID188', 'ID269', 'ID189', 'ID510', 'ID511', 'ID430', 'ID512', 'ID350', 'ID431', 'ID513', 'ID270', 'ID351', 'ID432', 'ID514', 'ID190', 'ID271', 'ID352', 'ID433', 'ID515', 'ID191', 'ID272', 'ID353', 'ID434', 'ID516', 'ID192', 'ID273', 'ID354', 'ID435', 'ID517', 'ID193', 'ID274', 'ID355', 'ID436', 'ID518', 'ID194', 'ID275', 'ID356', 'ID437', 'ID519', 'ID195', 'ID276', 'ID357', 'ID438', 'ID196', 'ID277', 'ID358', 'ID439', 'ID197', 'ID278', 'ID359', 'ID198', 'ID279', 'msbbody', 'ID199', 'whatsecret', 'msbearth msbdino msbsolar msbrain msbbody', 'ID600', 'ID601', 'ID520', 'freddifishkelp', 'ID602', 'ID521', 'ID440', 'ID603', 'ID522', 'ID360', 'ID441', 'ID604', 'ID523', 'ID280', 'ID361', 'ID442', 'ID605', 'ID524', 'ID281', 'ID362', 'ID443', 'ID606', 'ID525', 'ID282', 'ID363', 'ID444', 'ID607', 'ID526', 'ID283', 'ID364', 'ID445', 'ID608', 'ID527', 'ID284', 'ID365', 'ID446', 'ID609', 'ID528', 'ID285', 'ID366', 'ID447', 'ID529', 'ID286', 'ID367', 'ID448', 'ID287', 'ID368', 'ID449', 'ID288', 'ID369', 'ID289', 'ID610', 'ID611', 'ID530', 'ID612', 'ID531', 'ID450', 'ID613', 'ID532', 'ID370', 'ID451', 'ID614', 'ID533', 'ID290', 'ID371', 'ID452', 'ID615', 'ID534', 'ID291', 'ID372', 'ID453', 'ID616', 'ID535', 'ID292', 'ID373', 'ID454', 'ID617', 'ID536', 'ID293', 'ID374', 'ID455', 'ID618', 'ID537', 'ID294', 'ID375', 'ID456', 'ID619', 'ID538', 'ID295', 'ID376', 'ID457', 'ID539', 'ID296', 'ID377', 'ID458', 'ID297', 'ID378', 'ID459', 'ID298', 'ID379', 'ID299', 'puttputtmoon', 'ID700', 'ID701', 'ID620', 'ID702', 'ID621', 'ID540', 'ID703', 'ID622', 'ID541', 'ID460', 'ID704', 'ID623', 'ID542', 'ID380', 'ID461', 'ID705', 'ID624', 'ID543', 'ID381', 'ID462', 'ID706', 'ID625', 'ID544', 'ID382', 'ID463', 'ID707', 'ID626', 'ID545', 'ID383', 'ID464', 'ID708', 'ID627', 'ID546', 'authursbday', 'ID384', 'ID465', 'ID709', 'ID628', 'ID547', 'ID385', 'ID466', 'ID629', 'ID548', 'ID386', 'ID467', 'ID549', 'ID387', 'ID468', 'ID388', 'ID469', 'ID389', 'magic3d', 'ID710', 'ID711', 'ID630', 'ID712', 'ID631', 'ID550', 'ID713', 'ID632', 'ID551', 'rayman', 'ID470', 'ID714', 'ID633', 'ID552', 'ID390', 'ID471', 'ID715', 'ID634', 'ID553', 'staytooned', 'ID391', 'ID472', 'ID716', 'ID635', 'ID554', 'ID392', 'ID473', 'ID717', 'ID636', 'ID555', 'msbdino', 'ID393', 'ID474', 'ID718', 'ID637', 'ID556', 'ID394', 'ID475', 'ID719', 'ID638', 'ID557', 'ID395', 'ID476', 'ID639', 'ID558', 'ID396', 'ID477', 'ID559', 'ID397', 'ID478', 'ID398', 'ID479', 'ID399', 'superradio', 'ID800', 'ID801', 'ID720', 'ID802', 'ID721', 'ID640', 'ID803', 'ID722', 'ID641', 'ID560', 'ID804', 'ID723', 'ID642', 'ID561', 'ID480', 'ID805', 'ID724', 'ID643', 'ID562', 'ID481', 'ID806', 'ID725', 'ID644', 'ID563', 'ID482', 'ID807', 'ID726', 'ID645', 'ID564', 'ID483', 'ID808', 'ID727', 'ID646', 'ID565', 'ID484', 'ID809', 'ID728', 'ID647', 'ID566', 'ID485', 'ID729', 'ID648', 'ID567', 'ID486', 'ID649', 'ID568', 'ID487', 'ID569', 'ID488', 'ID489', 'monstermaker', 'ID810', 'ID811', 'ID730', 'ID731', 'ID650', 'ID732', 'ID651', 'ID570', 'menlofrog', 'ID733', 'ID652', 'ID571', 'ID490', 'ID734', 'ID653', 'ID572', 'ID491', 'ID735', 'ID654', 'ID573', 'ID492', 'ID736', 'ID655', 'ID574', 'ID493', 'ID737', 'ID656', 'ID575', 'ID494', 'ID738', 'ID657', 'ID576', 'ID495', 'ID739', 'ID658', 'ID577', 'ID496', 'ID659', 'ID578', 'ID497', 'ID579', 'ID498', 'ID499', 'tortoisehare', 'incrediblemachine', 'ID740', 'ID741', 'ID660', 'ID742', 'ID661', 'ID580', 'ID743', 'ID662', 'ID581', 'ID744', 'ID663', 'ID582', 'ID745', 'ID664', 'ID583', 'ID746', 'ID665', 'ID584', 'ID10', 'ID747', 'ID666', 'ID585', 'ID11', 'ID748', 'ID667', 'ID586', 'ID12', 'ID749', 'ID668', 'ID587', 'ID13', 'ID669', 'ID588', 'ID14', 'ID589', 'ID15', 'ID16', 'ID17', 'ID18', 'ID19', 'ID0', 'ID1', 'ID2', 'ID3', 'ID4', 'ID5', 'ID6', 'ID7', 'ID8', 'ID9', 'ID750', 'ID751', 'ID670', 'ID752', 'ID671', 'ID590', 'ID753', 'ID672', 'ID591', 'ID754', 'ID673', 'ID592', 'ID755', 'ID674', 'ID593', 'ID756', 'ID675', 'ID594', 'ID20', 'ID757', 'ID676', 'ID595', 'ID21', 'ID758', 'ID677', 'ID596', 'ID22', 'ID759', 'ID678', 'ID597', 'ID23', 'ID679', 'ID598', 'ID24', 'ID599', 'ID25', 'ID26', 'ID27', 'ID28', 'ID29', 'zurkalaska', 'martycheese', 'zurksafari', 'ID760', 'ID761', 'ID680', 'ID762', 'ID681', 'ID763', 'ID682', 'ID764', 'ID683', 'ID765', 'ID684', 'ID766', 'ID685', 'ID30', 'ID767', 'ID686', 'ID31', 'ID768', 'ID687', 'ID32', 'ID769', 'ID688', 'ID33', 'ID689', 'ID34', 'ID35', 'ID36', 'ID37', 'ID38', 'ID39', 'countfrank', 'ID770', 'ID771', 'ID690', 'ID772', 'ID691', 'ID773', 'ID692', 'ID774', 'ID693', 'ID775', 'ID694', 'ID776', 'ID695', 'ID40', 'ID777', 'ID696', 'ID41', 'ID778', 'ID697', 'ID42', 'ID779', 'ID698', 'dogz', 'ID43', 'ID699', 'ID44', 'ID45', 'ID46', 'ID47', 'ID48', 'ID49', 'magicwardobe', 'ID780', 'ID781', 'ID782', 'ID783', 'ID784', 'ID785', 'ID786', 'ID50', 'ID787', 'ID51', 'ID788', 'ID52', 'ID789', 'ID53', 'ID54', 'ID55', 'ID56', 'ID57', 'ID58', 'ID59', 'lemmings'}

@data
"Playtime in the Park", 'newsweek', 'ID449'
"Pre-Algebra World", 'newsweek', 'ID450'
"Putt-Putt Goes to the Moon", 'newsweek', 'puttputtmoon'
"Putt-Putt Joins the Parade", 'newsweek', 'puttputtparade'
"Putt-Putt Saves the Zoo", 'newsweek', 'puttputtzoo'
"Putt-Putt and Fatty Bear's Activity Pack", 'newsweek', 'ID451'
"Puzzle Castle", 'newsweek', 'ID452'
"Puzzle Power", 'newsweek', 'ID453'
"Puzzlemania", 'newsweek', 'ID454'
"Rabbits At Home", 'newsweek', 'ID455'
"Rodney's Wonder Window", 'newsweek', 'ID456'
"Safety Scavenger Hunt", 'newsweek', 'ID457'
"Sammy's Science House", 'newsweek', 'ID458'
"Schoolhouse Rock: Math Rock", 'newsweek', 'ID459'
"Schoolhouse Rock: Exploration Station", 'newsweek', 'ID460'
"Sesame Street Learning Series: Toddlers Deluxe", 'newsweek', 'ID461'
"Sesame Street: Elmo's Preschool", 'newsweek', 'ID462'
"Sesame Street: Get Set to Learn!", 'newsweek', 'ID463'
"Silly Noisy House", 'newsweek', 'ID464'
"Snootz Math Trek", 'newsweek', 'ID465'
"Strategy Games of the World", 'newsweek', 'ID466'
"Super Radio Addition with Mike & Spike", 'newsweek', 'superradio'
"The 12 Circus Rings", 'newsweek', 'ID467'
"The Land Before Time Activity Center", 'newsweek', 'ID468'
"The Playroom", 'newsweek', 'ID469'
"The Time Warp of Dr. Brain", 'newsweek', 'ID470'
"Thinkin' Things 1", 'newsweek', 'ID471'
"Thinkin' Things 3", 'newsweek', 'ID472'
"Treasure Galaxy", 'newsweek', 'ID473'
"Treasure MathStorm!", 'newsweek', 'ID474'
"Triazzle Living Puzzles", 'newsweek', 'ID475'
"Wacky Jacks", 'newsweek', 'ID476'
"Why do we have to?", 'newsweek', 'ID477'
"Wild Board Games", 'newsweek', 'ID478'
"Wild Cards", 'newsweek', 'ID479'
"Wishbone Activity Zone", 'newsweek', 'ID480'
"Zaark and the Night Team", 'newsweek', 'ID481'
"3-D Body Adventure", 'newsweek', 'ID482'
"Adventure Bible Handbook: The Rescue", 'newsweek', 'ID483'
"Adventures of Hyperman", 'newsweek', 'ID484'
"Adventures of Pinocchio", 'newsweek', 'ID485'
"Africa Trail", 'newsweek', 'ID486'
"Amazon Trail", 'newsweek', 'ID487'
"Animal Safari", 'newsweek', 'ID488'
"Animal Tales", 'newsweek', 'ID489'
"Are You Afraid of the Dark?", 'newsweek', 'ID490'
"Around the World in 80 Days", 'newsweek', 'ID491'
"Betrayal in Antara", 'newsweek', 'ID492'
"Beyond the Limit: Ultimate Climb", 'newsweek', 'ID493'
"Bill Nye the Science Guy: Stop the Rock!", 'newsweek', 'ID494'
"Birthright: The Gorgon's Alliance", 'newsweek', 'ID495'
"Blinky Bill's Ghost Cave", 'newsweek', 'ID496'
"Boing Boing & Roger's Learning Adventure", 'newsweek', 'ID497'
"Book of Shadowboxes", 'newsweek', 'ID498'
"Bruce Jenner's World Class Decathlon", 'newsweek', 'ID499'
"Buster and the Beanstalk", 'newsweek', 'ID500'
"Castle Explorer", 'newsweek', 'ID501'
"Chill Manor", 'newsweek', 'chillmanor'
"Chuck Jones' Peter and the Wolf", 'newsweek', 'ID502'
"Civil War II: Unconditional Surrender", 'newsweek', 'ID503'
"Civilization II", 'newsweek', 'ID504'
"Clandestiny", 'newsweek', 'ID505'
"Connections", 'newsweek', 'ID506'
"Cosmic Osmo", 'newsweek', 'ID507'
"Creature Crunch", 'newsweek', 'ID508'
"Curious George", 'newsweek', 'ID509'
"Dazzeloids", 'newsweek', 'ID510'
"Destiny", 'newsweek', 'ID511'
"Devils Canyon", 'newsweek', 'ID512'
"Discover the World II", 'newsweek', 'ID513'
"Eagle Eye Mysteries of London", 'newsweek', 'ID514'
"Elroy Goes Bugzerk", 'newsweek', 'ID515'
"Elroy Hits the Pavement", 'newsweek', 'ID516'
"Exploration", 'newsweek', 'ID517'
"Flight Simulator 98", 'newsweek', 'ID518'
"Freddi Fish and the Case of the Missing Kelp Seeds", 'newsweek', 'freddifishkelp'
"Gahan Wilson's Ultimate Haunted House", 'newsweek', 'ID519'
"George Shrinks", 'newsweek', 'ID520'
"Go West", 'newsweek', 'ID521'
"Goosebumps: Escape From Horrorland", 'newsweek', 'ID522'
"Gus Goes to Cyberopolis", 'newsweek', 'ID523'
"Gus Goes to Cybertown", 'newsweek', 'ID524'
"How to Catch a Wild Asparagus-Snatching Snagglysnort", 'newsweek', 'ID525'
"I.M. Meen", 'newsweek', 'immeen'
"Indian in the Cupboard", 'newsweek', 'ID526'
"Jan Pienkowski's Haunted House", 'newsweek', 'ID527'
"Janet & Judy's European Adventure", 'newsweek', 'ID528'
"Janet & Judy's U. S. Adventure", 'newsweek', 'ID529'
"Jumanji: A Jungle Adventure Game Pack", 'newsweek', 'ID530'
"JumpStart Adventures 3rd Grade: Mystery Mountain", 'newsweek', 'ID531'
"Jungle Book", 'newsweek', 'ID532'
"Jungle Book", 'newsweek', 'ID533'
"Kids on Site", 'newsweek', 'ID534'
"Kidsongs Musical Mystery", 'newsweek', 'ID535'
"King Arthur's Magic Castle", 'newsweek', 'ID536'
"LEGO Island", 'newsweek', 'ID537'
"Legends & Myths", 'newsweek', 'ID538'
"Let's Pretend! Our Backyard is a Playground!", 'newsweek', 'ID539'
"Let's Pretend! The Past is Our Playground", 'newsweek', 'ID540'
"Lords of the Realm II", 'newsweek', 'ID541'
"Magic School Bus Explores Inside the Earth", 'newsweek', 'msbearth'
"Magic School Bus Explores in the Age of Dinosaurs", 'newsweek', 'msbdino'
"Magic School Bus Explores the Solar System", 'newsweek', 'msbsolar'
"Manhole", 'newsweek', 'ID542'
"Masterpiece Mansion", 'newsweek', 'ID543'
"MayaQuest: The Mystery Trail", 'newsweek', 'ID544'
"Menlo the Frog--A Musical Fairy Tale", 'newsweek', 'menlofrog'
"Message in a Fossil", 'newsweek', 'ID545'
"Mortimer and the Riddles of the Medallion", 'newsweek', 'ID546'
"Mr. Potato Head Saves Veggie Valley", 'newsweek', 'ID547'
"Ms. Winkle's Class", 'newsweek', 'ID548'
"Muppet Treasure Island", 'newsweek', 'ID549'
"Muppets Inside", 'newsweek', 'ID550'
"Myst", 'newsweek', 'ID551'
"Nightmare Ned", 'newsweek', 'ID552'
"Noah's Ark", 'newsweek', 'ID553'
"Operation: Weather Disaster", 'newsweek', 'ID554'
"Oregon Trail", 'newsweek', 'ID555'
"Oregon Trail II", 'newsweek', 'ID556'
"Ozzie's Travels", 'newsweek', 'ID557'
"P.A.W.S.", 'newsweek', 'ID558'
"Peter's Magic Adventure", 'newsweek', 'ID559'
"PilgrimQuest II", 'newsweek', 'ID560'
"Pink Panther's Passport to Peril", 'newsweek', 'ID561'
"Pirate Ship", 'newsweek', 'pirateship'
"Putt-Putt Travels Through Time", 'newsweek', 'ID562'
"Quest for the Scrolls: Hercules & Xena Learning Adventure", 'newsweek', 'ID563'
"RAMA", 'newsweek', 'ID564'
"Recess in Greece", 'newsweek', 'ID565'
"Riven", 'newsweek', 'ID566'
"Rockett's New School", 'newsweek', 'ID567'
"Rumpelstiltskin's Labyrinth of the Lost", 'newsweek', 'ID568'
"Science Sleuths, Vol. 1", 'newsweek', 'ID569'
"Shakii the Wolf", 'newsweek', 'ID570'
"SimPark", 'newsweek', 'ID571'
"SimTown", 'newsweek', 'ID572'
"Skytrip America", 'newsweek', 'ID573'
"Smarty", 'newsweek', 'ID574'
"Space Bucks", 'newsweek', 'ID575'
"Space Station Alpha: The Encounter", 'newsweek', 'ID576'
"Stay Tooned!", 'newsweek', 'staytooned'
"Sunny Bunny in \"Traveling by Air\"", 'newsweek', 'ID577'
"Super Solver's Gizmos & Gadgets", 'newsweek', 'ID578'
"TerraTopia", 'newsweek', 'ID579'
"The City of Lost Children", 'newsweek', 'ID580'
"The Great Battles of Alexander", 'newsweek', 'ID581'
"The Last Express", 'newsweek', 'ID582'
"The Magic School Bus Explores the Rainforest", 'newsweek', 'msbrain'
"The Mystery of the Missing Princess", 'newsweek', 'ID583'
"The New Katie's Farm", 'newsweek', 'ID584'
"The Real Adventures of Jonny Quest: Cover-Up at Roswell", 'newsweek', 'ID585'
"The Treasure Hunt", 'newsweek', 'ID586'
"The Vampire Diaries", 'newsweek', 'ID587'
"TimeLapse", 'newsweek', 'timelapse'
"Torin's Passage", 'newsweek', 'ID588'
"Travelrama USA Deluxe", 'newsweek', 'ID589'
"Tuneland", 'newsweek', 'ID590'
"Turn Around Turtle: Show and Tell", 'newsweek', 'ID591'
"Wanderoos Go Exploring", 'newsweek', 'ID592'
"Wanna-Be a Dino Finder", 'newsweek', 'ID593'
"Welcome to Bodyland", 'newsweek', 'ID594'
"Whale of a Tale", 'newsweek', 'ID595'
"Where in the World is Carmen Sandiego?", 'newsweek', 'ID596'
"Where in the World is Carmen Sandiego? Junior Detective Edition", 'newsweek', 'ID597'
"Who Is Oscar Lake?", 'newsweek', 'ID598'
"Wings: London Blitz to Pearl Harbor", 'newsweek', 'ID599'
"Wishbone and the Amazing Odyssey", 'newsweek', 'ID600'
"Yukon Trail", 'newsweek', 'ID601'
"3-D Dinosaur Adventure Anniversary Edition", 'newsweek', 'ID602'
"3D Atlas 98: Deluxe Travelers Edition", 'newsweek', 'ID603'
"3D Talking Globe", 'newsweek', 'ID604'
"A.D.A.M. The Inside Story", 'newsweek', 'ID605'
"A.D.A.M. The Inside Story 1997 Edition", 'newsweek', 'ID606'
"ABC NewsLinks", 'newsweek', 'ID607'
"Alistair and the Alien Invasion", 'newsweek', 'ID608'
"American Heritage Children's Dictionary", 'newsweek', 'ID609'
"American Heritage: The History of the United States for Young People", 'newsweek', 'ID610'
"American Presidents: Shaping Modern America", 'newsweek', 'ID611'
"Animal Planet", 'newsweek', 'ID612'
"Animals in Danger", 'newsweek', 'ID613'
"Animals! 2.0", 'newsweek', 'ID614'
"Anna Tommy", 'newsweek', 'ID615'
"Archibald's Guide to the Mysteries of Ancient Egypt", 'newsweek', 'ID616'
"Ask Isaac Asimov...About Space", 'newsweek', 'ID617'
"Barry the Bear", 'newsweek', 'ID618'
"Battles of the World", 'newsweek', 'ID619'
"Body Works 6.0", 'newsweek', 'ID620'
"Carrier: Fortress at Sea", 'newsweek', 'ID621'
"Casualty Kid... on the Road to First Aid", 'newsweek', 'ID622'
"Charlton Heston's Voyage Through the Bible", 'newsweek', 'ID623'
"Children's Multimedia Encyclopedia", 'newsweek', 'ID624'
"Chronicle of the 20th Century", 'newsweek', 'ID625'
"Cities Below", 'newsweek', 'ID626'
"Compton's Interactive Bible", 'newsweek', 'ID627'
"Compton's Interactive Encyclopedia", 'newsweek', 'ID628'
"Compton's Interactive Encyclopedia 1997", 'newsweek', 'ID629'
"Compton's Interactive Encyclopedia 1998", 'newsweek', 'ID630'
"Compton's Interactive World Atlas", 'newsweek', 'ID631'
"Creatures of the World", 'newsweek', 'ID632'
"Da Vinci's Machines: Civil Machines", 'newsweek', 'ID633'
"Dangerous Creatures", 'newsweek', 'ID634'
"Encarta 97 Encyclopedia", 'newsweek', 'ID635'
"Encarta 97 Virtual Globe", 'newsweek', 'ID636'
"Encyclopedia of Science 2.0", 'newsweek', 'ID637'
"Encyclopedia of Space and the Universe", 'newsweek', 'ID638'
"Environment: Climate Change", 'newsweek', 'ID639'
"Everything Weather", 'newsweek', 'ID640'
"Explorapedia: The World of People", 'newsweek', 'ID641'
"Eyewitness Children's Encyclopedia", 'newsweek', 'ID642'
"Eyewitness Encyclopedia of Nature 2.0", 'newsweek', 'ID643'
"Eyewitness Encyclopedia of Science", 'newsweek', 'ID644'
"Eyewitness History of the World", 'newsweek', 'ID645'
"Eyewitness Virtual Reality: Dinosaur Hunter", 'newsweek', 'ID646'
"Eyewitness Virtual Reality: Earth Quest", 'newsweek', 'ID647'
"Firefighter!", 'newsweek', 'ID648'
"Genius of Edison", 'newsweek', 'ID649'
"Geo Safari Multimedia Games, Vol 1", 'newsweek', 'ID650'
"Geography: Physical World", 'newsweek', 'ID651'
"Great Explorers", 'newsweek', 'ID652'
"Grolier 1997 Multimedia Encyclopedia", 'newsweek', 'ID653'
"Guiness Multimedia Encyclopedia", 'newsweek', 'ID654'
"His Name was Lincoln", 'newsweek', 'ID655'
"Inside the Vatican", 'newsweek', 'ID656'
"Inventor Labs", 'newsweek', 'ID657'
"Jazz Greats", 'newsweek', 'ID658'
"Kids Encyclopedia", 'newsweek', 'ID659'
"King Arthur Through the Ages", 'newsweek', 'ID660'
"Le Louvre", 'newsweek', 'ID661'
"Leonardo da Vinci", 'newsweek', 'ID662'
"Let's Explore the Farm", 'newsweek', 'ID663'
"Life's Greatest Mysteries", 'newsweek', 'ID664'
"Macmillan Dictionary for Children", 'newsweek', 'ID665'
"Magic School Bus Explores the Human Body", 'newsweek', 'msbbody'
"Merriam-Webster's Collegiate Dictionary", 'newsweek', 'ID666'
"Microsoft Dinosaurs", 'newsweek', 'ID667'
"Musical Instruments", 'newsweek', 'ID668'
"My First Amazing World Explorer", 'newsweek', 'ID669'
"My First Incredible Amazing Dictionary", 'newsweek', 'ID670'
"Nine Month Miracle", 'newsweek', 'ID671'
"Nine Worlds", 'newsweek', 'ID672'
"Our Environment", 'newsweek', 'ID673'
"Picasso", 'newsweek', 'ID674'
"Professor Windows 95 Deluxe CD", 'newsweek', 'ID675'
"Quick Reference Atlas", 'newsweek', 'ID676'
"Raptors: Birds of Prey", 'newsweek', 'ID677'
"Real Picture World Atlas", 'newsweek', 'ID678'
"Religions of the World", 'newsweek', 'ID679'
"Science Materials", 'newsweek', 'ID680'
"Science Smart", 'newsweek', 'ID681'
"Space Exploration", 'newsweek', 'ID682'
"Sports Illustrated for Kids Encyclopedia", 'newsweek', 'ID683'
"Sports Illustrated for Kids: Awesome Athletes!", 'newsweek', 'ID684'
"StarSites", 'newsweek', 'ID685'
"Starry Night", 'newsweek', 'ID686'
"Streetfinder 1997 Edition", 'newsweek', 'ID687'
"Student Reference Library", 'newsweek', 'ID688'
"Student Writing & Research Center", 'newsweek', 'ID689'
"Tchaikovsky", 'newsweek', 'ID690'
"Teach Your Kids World History", 'newsweek', 'ID691'
"The Complete Reference Collection", 'newsweek', 'ID692'
"The Multimedia I Ching", 'newsweek', 'ID693'
"The Ultimate James Bond", 'newsweek', 'ID694'
"The Universe and the Planets", 'newsweek', 'ID695'
"Theatre of the Imagination", 'newsweek', 'ID696'
"Treasures of the American Museum of Natural History", 'newsweek', 'ID697'
"TripMaker 1997 Edition", 'newsweek', 'ID698'
"Triple Play Plus! Hebrew", 'newsweek', 'ID699'
"Triple Play Plus! Italian", 'newsweek', 'ID700'
"Ultimate Children's Encyclopedia", 'newsweek', 'ID701'
"Ultimate Human Body", 'newsweek', 'ID702'
"Ultimate Human Body 2.0", 'newsweek', 'ID703'
"Ultimate Writing and Creativity Center", 'newsweek', 'ID704'
"Undersea Adventure", 'newsweek', 'ID705'
"Walt Disney World Explorer", 'newsweek', 'ID706'
"Way Things Work 2.0", 'newsweek', 'ID707'
"What is a Bellybutton?", 'newsweek', 'ID708'
"What's the Secret?", 'newsweek', 'whatsecret'
"Wide World of Animals", 'newsweek', 'ID709'
"With Open Eyes", 'newsweek', 'ID710'
"World Alive", 'newsweek', 'ID711'
"World Book 1997 Multimedia Encyclopedia", 'newsweek', 'ID712'
"Adventures of Peter Rabbit & Benjamin Bunny", 'newsweek', 'ID713'
"Aladdin & His Wonderful Lamp", 'newsweek', 'ID714'
"Aladdin Storybook & Learning Game", 'newsweek', 'ID715'
"Amanda Stories", 'newsweek', 'ID716'
"Annabel's Dream of Medieval England", 'newsweek', 'ID717'
"Arthur's Birthday", 'newsweek', 'authursbday'
"Arthur's Reading Race", 'newsweek', 'ID718'
"Arthur's Teacher Trouble", 'newsweek', 'ID719'
"At Bat", 'newsweek', 'ID720'
"Baba Yaga and the Magic Geese", 'newsweek', 'ID721'
"Babe: A Little Pig Goes a Long Way", 'newsweek', 'ID722'
"Barbie Magic Fairy Tales: Barbie As Rapunzel", 'newsweek', 'ID723'
"Batman: Partners in Peril", 'newsweek', 'ID724'
"Bears at Work", 'newsweek', 'ID725'
"Beauty and the Beast", 'newsweek', 'ID726'
"Beginning Reading", 'newsweek', 'ID727'
"Beginning to Read", 'newsweek', 'ID728'
"Bungalo Boys: The Big Fish Wish", 'newsweek', 'ID729'
"Casper Brainy Book", 'newsweek', 'ID730'
"Daniel in the Lion's Den", 'newsweek', 'ID731'
"Danny and the Dinosaur", 'newsweek', 'ID732'
"Disney's \"The Lion King\"", 'newsweek', 'ID733'
"Disney's Animated StoryBook, 101 Dalmatians", 'newsweek', 'ID734'
"Disney's Animated Storybook: Disney's Hercules", 'newsweek', 'ID735'
"Disney's Ready to Read with Pooh", 'newsweek', 'ID736'
"Disney's Toy Story", 'newsweek', 'ID737'
"Edward Lear's Book of Nonsense", 'newsweek', 'ID738'
"Flipper", 'newsweek', 'ID739'
"Franklin's Reading World", 'newsweek', 'ID740'
"Friendly Forest Reading Club", 'newsweek', 'ID741'
"Frog Prince", 'newsweek', 'ID742'
"Frog and Toad Are Friends", 'newsweek', 'ID743'
